id,word
1556,call
1557,your
1558,name
1564,just
1572,living
1573,dead
1574,inside
1575,break
1591,how
1593,he
1594,know
1596,new
1602,life
1607,sea
1609,pulled
1610,off
1619,he
1621,one
1634,things
1637,he
1639,just
1641,gone
1642,he
1644,just
1646,on
1647,he
1649,just
1651,on
1652,how
1654,i
1656,lost
1668,how
1669,come
1674,how
1676,i
1681,i
1683,how
1685,i
1687,you
1690,me
1691,i
1695,these
1698,on
1699,inside
1708,life
1710,its
1711,hell
1712,inside
1717,like
1719,life
1721,much
1722,too
1726,down
1734,now
1739,gone
1740,away
1742,gone
1743,away
1744,how
1746,i
1748,lost
1760,how
1761,come
1766,how
1768,i
1773,i
1775,how
1777,i
1779,you
1782,me
1783,i
1786,forgive
1787,me
1788,forgive
1789,me
1791,forgive
1792,me
1793,forgive
1794,me
1796,forgive
1797,me
1798,forgive
1799,me
1801,forgive
1802,me
1803,forgive
1804,me
1807,i
1808,forgive
1814,sea
1816,pulled
1817,off
1825,how
1827,he
1828,know
1830,new
1836,life
1838,how
1840,i
1842,lost
1854,how
1855,come
1860,how
1862,i
1867,i
1869,how
1871,i
1873,you
1876,me
1877,i
1883,world
1886,its
1887,back
1894,black
1897,fear
1899,your
1904,dead
1906,gone
1909,what
1911,where
1916,you
1917,think
1920,said
1922,done
1924,you
1925,are
1930,dead
1939,never
1943,what
1945,where
1949,you
1950,think
1953,said
1955,done
1958,down
1960,your
1963,me
1964,i
1967,you
1968,free
1970,your
1973,down
1976,me
1980,your
1984,you
1985,don't
1987,cannot
1998,your
2006,your
2010,living
2014,what
2016,where
2017,do
2018,i
2022,you
2023,think
2026,said
2028,done
2032,life
2036,your
2047,what
2049,where
2050,do
2051,i
2054,you
2055,think
2058,said
2060,done
2063,down
2065,your
2068,me
2069,i
2072,you
2073,free
2075,your
2078,down
2080,your
2083,me
2084,i
2087,you
2088,free
2090,your
2094,you
2095,don't
2097,cannot
2109,your
2110,new
2112,now
2115,you
2119,time
2123,your
2124,mind
2126,your
2128,hit
2134,never
2135,found
2137,your
2144,heart
2153,own
2155,strong
2159,fall
2160,find
2164,me
2167,inside
2168,you
2172,down
2174,your
2177,me
2178,i
2181,you
2182,free
2184,your
2187,down
2189,your
2192,me
2193,i
2196,you
2197,free
2199,your
2203,you
2204,don't
2206,cannot
2215,crawl
2216,out
2220,hard
2228,feel
2230,name
2235,fire
2239,cross
2241,line
2247,suffer
2250,apocalypse
2256,death
2260,still
2262,fear
2264,name
2269,fire
2273,cross
2275,line
2281,suffer
2284,apocalypse
2286,apocalypse
2290,metal
2297,blood
2305,bloody
2318,spit
2319,it
2322,what
2323,makes
2324,me
2330,dead
2336,what
2337,makes
2338,me
2339,know
2341,time
2343,cross
2348,until
2349,i
2350,feel
2351,see
2352,through
2367,away
2373,i
2376,see
2378,end
2380,me
2381,see
2383,end
2385,me
2389,out
2393,hard
2405,eyes
2408,life
2412,fear
2414,name
2416,hell
2421,fire
2427,line
2433,suffer
2436,apocalypse
2440,apocalypse
2444,apocalypse
2448,apocalypse
2449,suffer
2452,apocalypse
