id,word
1674,it
1677,away
1678,until
1679,our
1681,are
1686,one
1688,on
1689,our
1691,don't
1693,running
1694,away
1698,one
1701,find
1702,running
1703,on
1704,our
1705,way
1706,hiding
1707,you
1709,pay
1710,dying
1711,one
1712,thousand
1713,deaths
1714,running
1715,on
1716,our
1717,way
1718,hiding
1719,you
1721,pay
1722,dying
1723,one
1724,thousand
1725,deaths
1726,searching
1727,seek
1729,destroy
1730,searching
1731,seek
1734,searching
1735,seek
1737,destroy
1738,searching
1739,seek
1741,destroy
1747,mother
1754,alive
1761,i
1763,take
1765,down
1766,now
1767,don't
1768,want
1770,see
1787,see
1788,them
1789,make
1790,them
1791,pay
1794,see
1797,out
1798,on
1800,ice
1801,take
1803,time
1805,i
1808,i
1811,i
1813,i
1817,i
1821,i
1824,mother
1825,die
1826,i
1827,lost
1829,head
1831,now
1832,i
1835,break
1842,you
1843,come
1845,me
1848,you
1854,you
1855,free
1862,see
1863,them
1864,make
1865,them
1866,pay
1869,see
1872,out
1873,on
1875,ice
1876,take
1878,time
1880,i
1883,i
1886,i
1888,i
1892,i
1895,on
1899,now
1902,your
1903,pride
1906,your
1907,blood
1910,see
1911,you
1913,your
1923,like
1928,you
1931,sweet
1933,i
1936,i
1939,i
1941,i
1945,i
1949,make
1954,your
1955,fire
1956,you
1958,come
1960,me
1961,sweet
1972,own
1973,sweet
1977,take
1978,me
1981,i
1984,i
1987,i
1989,i
1993,i
2004,sent
2008,mother
2010,myself
2020,own
2021,sweet
2025,take
2026,me
2029,i
2032,i
2035,i
2037,i
2041,i
2044,i
2047,i
2051,i
2053,i
2057,i
2061,let
2065,let
2068,life
2069,let
2074,night
2075,let
2078,time
2079,let
2081,sun
2083,let
2090,day
2114,hate
2119,too
2121,come
2123,our
2124,need
2125,hear
2126,our
2136,day
2140,time
