id,word
1842,one
1844,one
1846,one
1855,you
1865,one
1867,time
1870,your
1871,world
1873,where
1876,things
1877,are
1878,yeah
1881,off
1886,eyes
1888,open
1892,under
1893,sun
1899,know
1906,you
1916,you
1918,your
1920,down
1928,now
1936,call
1944,now
1949,head
1954,fire
1965,head
1970,fire
1999,shall
2000,never
2006,sun
2008,your
2010,one
2012,one
2021,you
2025,through
2029,your
2031,eyes
2034,black
2037,head
2039,me
2047,again
2049,me
2053,one
2054,on
2057,you
2059,on
2067,hard
2069,makes
2077,your
2082,me
2086,still
2089,still
2090,dead
2091,still
2092,me
2103,still
2105,more
2111,your
2118,yeah
2119,look
2121,me
2123,one
2127,free
2128,much
2129,too
2137,see
2138,hey
2139,look
2141,me
2142,what
2144,one
2147,see
2148,see
2149,what
2150,you
2153,world
2154,just
2155,what
2156,you
2157,want
2158,you
2159,want
2161,see
2162,hey
2164,hey
2166,look
2168,me
2170,yeah
2171,he
2175,father
2176,now
2177,me
2178,again
2179,me
2182,inside
2183,your
2186,me
2189,me
2192,nothing
2200,away
2203,one
2206,look
2208,right
2212,yeah
2213,look
2215,me
2217,one
2221,free
2222,much
2223,too
2231,see
2232,hey
2233,look
2235,me
2236,what
2238,one
2241,see
2242,see
2243,what
2244,you
2247,world
2248,just
2249,what
2250,you
2251,want
2252,you
2253,want
2255,see
2256,hey
2258,hey
2260,look
2262,me
2264,me
2266,look
2269,me
2270,what
2274,what
2276,fear
2277,look
2280,me
2281,look
2283,me
2285,what
2286,you
2287,hear
2288,see
2289,right
2290,through
2291,me
2292,see
2294,one
2298,free
2299,see
2300,right
2301,through
2302,me
2303,look
2305,me
2306,what
2308,one
2311,see
2312,hey
2313,hey
2314,hey
2316,now
2317,see
2319,black
2324,me
2332,again
2334,me
2339,one
2340,on
2343,you
2345,on
2355,makes
2358,yeah
2359,look
2361,me
2363,one
2367,free
2368,much
2369,too
2377,see
2378,hey
2379,hey
2380,hey
2381,look
2383,me
2384,what
2386,one
2389,see
2390,see
2391,what
2392,you
2395,world
2396,just
2397,what
2398,you
2399,want
2400,you
2401,want
2403,see
2404,hey
2406,hey
2408,look
2410,me
2411,yeah
2413,me
2414,hey
2416,hey
2418,look
2420,me
2421,yeah
2423,eyes
2424,seek
2428,seek
2435,your
2436,back
2438,he
2439,must
2440,come
2445,i
2446,fall
2447,cause
2448,i
2449,let
2456,away
2459,eyes
2460,seek
2465,seek
2470,fire
2480,i
2484,see
2485,what
2487,let
2488,me
2496,i
2499,you
2501,what
2503,done
2506,do
2521,please
2522,forgive
2523,me
2526,eyes
2527,seek
2531,feel
2533,faith
2540,i
2546,waste
2549,fire
2559,i
2563,see
2564,what
2566,let
2567,me
2575,i
2578,you
2580,what
2582,done
2585,do
2600,please
2601,forgive
2602,me
2603,please
2604,forgive
2605,me
2606,please
2607,forgive
2608,me
2616,i
2617,see
2619,i
2620,want
2622,you
2624,forgive
2625,me
2627,you
2630,poor
2637,he
2638,just
2640,right
2641,back
2642,out
2643,again
2645,i
2650,way
2657,i
2663,mirror
2665,one
2674,fire
2684,i
2688,see
2689,what
2691,let
2692,me
2700,i
2703,you
2705,what
2707,done
2710,do
2725,please
2726,forgive
2727,me
2728,please
2729,forgive
2730,me
2737,i
2738,see
2740,i
2741,want
2743,you
2745,forgive
2746,me
2748,you
2751,poor
2758,he
2759,just
2761,right
2762,back
2763,out
2764,again
2766,eyes
2767,seek
2771,seek
2775,i
2776,say
2778,never
2781,i
2782,say
2783,you
2788,make
2793,just
2794,let
2795,me
2796,kill
2797,you
2800,while
2801,just
2802,let
2803,me
2804,kill
2805,you
2809,just
2810,let
2811,me
2812,kill
2813,you
2820,death
2823,i
2825,i
2827,i
2829,born
2838,your
2842,fire
2845,like
2846,hell
2848,cure
2851,what
2852,ever
2858,i
2859,say
2864,me
2866,i
2867,say
2869,sent
2870,them
2871,down
2877,you
2883,way
2884,comes
2888,way
2889,comes
2892,here
2894,gone
2895,gone
2896,yeah
2897,gone
2898,again
2900,just
2901,let
2902,me
2903,kill
2904,you
2907,while
2908,just
2909,let
2910,me
2911,kill
2912,you
2916,just
2917,let
2918,me
2919,kill
2920,you
2923,me
2927,death
2935,one
2941,our
2944,you
2949,line
2951,your
2954,make
2958,you
2960,tell
2962,time
2965,fall
2970,tell
2971,me
2973,you
2974,heal
2975,what
2986,you
2987,heal
2993,you
2995,away
3001,tell
3002,me
3004,you
3005,heal
3006,what
3014,let
3017,just
3025,free
3026,you
3028,another
3031,another
3034,me
3036,mirror
3037,mirror
3041,break
3048,see
3049,you
3060,just
3065,hands
3067,another
3070,time
3073,turn
3079,tell
3080,me
3082,you
3083,heal
3084,what
3095,you
3096,heal
3102,you
3104,away
3110,tell
3111,me
3113,you
3114,heal
3115,what
3123,let
3126,just
3134,free
3135,you
3137,another
3140,another
3143,me
3146,here
3147,come
3151,blood
3163,break
3169,i
3170,believe
3188,our
3189,faith
3191,way
3195,fall
3197,love
3199,life
3200,again
3202,fall
3204,love
3206,life
3207,again
3209,fall
3211,love
3213,life
3214,again
3216,fall
3218,love
3220,fall
3222,love
3224,fall
3226,love
3228,life
3229,again
3231,tell
3232,me
3234,you
3235,heal
3236,what
3247,you
3248,heal
3254,you
3256,away
3262,tell
3263,me
3265,you
3266,heal
3267,what
3275,let
3278,just
3286,free
3287,you
3289,another
3292,another
3295,me
3297,more
3300,me
3302,more
3304,more
3307,me
3309,more
3311,more
3314,me
3316,more
3318,more
3320,more
